ID,time,code,total,man15~19,man20~24,man25~29,man30~34,man35~39,man40~44,woman15~19,woman20~24,woman25~29,woman30~34,woman35~39,woman40~44,mztotal
20210905,5,11350,527383.8487,18974.946,18715.9548,16196.6255,14670.9252,17474.4323,17801.6061,17277.9316,19419.4734,16029.635,15722.0849,18726.715,19769.5322,210779.862
20210905,5,11380,462849.0707,12357.7981,12594.5401,15243.4425,15334.6574,18618.3692,17711.0778,12266.5536,15398.9792,17707.0296,17538.5761,20777.1371,18342.1856,193890.3463
20210905,5,11410,344610.6512,8186.9832,12167.4805,14437.2171,12104.4832,14065.7363,12779.9885,10246.3932,19226.8884,16171.0793,13440.9898,14974.5782,12670.6875,160472.5052
20210905,5,11440,402186.4991,9534.2255,13525.6011,17758.9157,16797.2921,19758.4553,16694.0982,10086.89,19754.6837,21663.6142,19586.1275,21003.4555,17182.9776,203346.3364
20210905,5,11470,390490.945,14993.2126,9980.6586,11652.9657,11254.3548,14201.8935,14774.7323,13220.3615,11464.6431,12182.6884,12091.5826,15150.4513,16814.858,157782.4024
20210905,5,11500,545989.6272,12680.7286,13673.5499,21615.5865,24071.6454,26396.9728,22460.7282,12388.7666,17932.0603,25551.4477,25063.7428,25817.1454,21609.1559,249261.5301
20210905,5,11530,379238.7693,8431.396,9455.145,13787.1232,15125.1288,17705.6567,16038.2249,8242.2713,11642.7067,14202.1779,14863.9013,16826.3335,14830.3106,161150.3759
20210905,5,11545,195063.1591,3577.8191,5745.6049,9788.099,9436.6505,10120.5339,8047.7298,3476.6418,6732.2713,8974.2986,8356.2827,8147.5178,6821.9271,89225.3765
20210905,5,11560,399578.7024,7828.5449,10420.6681,17769.6561,19683.426,21402.764,17246.8376,7263.9361,13463.531,19642.6638,19648.8019,20094.7468,15383.7994,189849.3757
20210905,5,11590,392292.7344,9071.6612,14050.3512,19145.4522,16738.735,16584.3772,14605.0558,9294.6395,17548.4236,18371.0121,15865.1302,16634.9088,14598.0866,182507.8334
20210905,5,11620,492831.5362,10357.3325,21189.8322,35253.7705,28242.4691,23380.8367,18640.7876,10019.564,25846.6826,32326.9643,22802.9023,19749.282,16036.4305,263846.8543
20210905,5,11650,455626.193,14049.9561,11813.2362,14077.498,15400.2156,19041.7799,20566.2782,13574.443,13871.0141,15455.5289,16762.9993,21593.1274,21675.5198,197881.5965
20210905,5,11680,618178.2816,21758.3319,16242.3367,21056.1134,22323.0391,26982.8711,27256.7296,19538.9211,21152.9952,23277.8897,24904.5014,28732.7543,29656.6283,282883.1118
